BPM: 099
Time Signature: 4/4
Subdivisions: 2

            (2,a,003:01)
                        (3,b,003:02)
            (2,a,003:03)
            (2,b,003:04)
            (2,a,003:05)
                        (3,b,003:06)
            (2,a,003:07)
            (2,b,003:08)
            (2,a,004:01)
                        (3,b,004:02)
            (2,a,004:03)
            (2,b,004:04)
            (2,a,004:05)
                        (3,b,004:06)
            (2,a,004:07)
            (2,b,004:08)
(1,a,005:01)
            (2,b,005:02)
(1,a,005:03)
(1,b,005:04)
(1,a,005:05)
            (2,b,005:06)
(1,a,005:07)
(1,b,005:08)
(1,a,006:01)
            (2,b,006:02)
(1,a,006:03)
(1,b,006:04)
(1,a,006:05)
            (2,b,006:06)
(1,a,006:07)
(1,b,006:08)
                                    (3,a,007:01)
                                                (4,b,007:02)
                                    (3,a,007:03)
                                    (3,b,007:04)
                                    (3,a,007:05)
                                                (4,b,007:06)
                                    (3,a,007:07)
                                    (3,b,007:08)
                                    (3,a,007:01)
                                                (4,b,008:02)
                                    (3,a,008:03)
                                    (3,b,008:04)
                                    (3,a,008:05)
                                                (4,b,008:06)
                                    (3,a,008:07)
                                    (3,b,008:08)
            (2,a,009:01)
                        (3,b,009:02)
            (2,a,009:03)
            (2,b,009:04)
            (2,a,009:05)
                        (3,b,009:06)
            (2,a,009:07)
            (2,b,009:08)
            (2,a,010:01)
                        (3,b,010:02)
            (2,a,010:03)
            (2,b,010:04)
            (2,a,010:05)
                        (3,b,010:06)
            (2,a,010:07)
            (2,b,010:08)
            (2,a,011:01)
                        (3,b,011:02)
            (2,a,011:03)
            (2,b,011:04)
            (2,a,011:05)
                        (3,b,011:06)
            (2,a,011:07)
            (2,b,011:08)
            (2,a,012:01)
                        (3,b,012:02)
            (2,a,012:03)
            (2,b,012:04)
            (2,a,012:05)
                        (3,b,012:06)
            (2,a,012:07)
            (2,b,012:08)
(1,a,013:01)
            (2,b,013:02)
(1,a,013:03)
(1,b,013:04)
(1,a,013:05)
            (2,b,013:06)
(1,a,013:07)
(1,b,013:08)
(1,a,014:01)
            (2,b,014:02)
(1,a,014:03)
(1,b,014:04)
(1,a,014:05)
            (2,b,014:06)
(1,a,014:07)
(1,b,014:08)
(1,a,015:01)
            (2,b,015:02)
(1,a,015:03)
(1,b,015:04)
            (2,a,015:05)
                        (3,b,015:06)
            (2,a,015:07)
            (2,b,015:08)
                        (3,a,016:01)
                                    (4,b,016:02)
                        (3,a,016:03)
                        (3,b,016:04)
                        (3,a,016:05)
                                    (4,b,016:06)
                        (3,a,016:07)
                        (3,b,016:08)
            (2,a,017:01)
                        (3,b,017:02)
            (2,a,017:03)
            (2,b,017:04)
            (2,a,017:05)
                        (3,b,017:06)
            (2,a,017:07)
            (2,b,017:08)
            (2,a,018:01)
                        (3,b,018:02)
            (2,a,018:03)
            (2,b,018:04)
            (2,a,018:05)
                        (3,b,018:06)
            (2,a,018:07)
            (2,b,018:08)
