BPM: 180
Time Signature: 4/4
Subdivisions: 2

            (2,a,003:01)
            (2,b,003:04)
                        (3,a,003:07)
                        (3,b,004:02)
(1,1,004:05)
(1,2,005:07)
            (2,a,006:01)
            (2,b,006:04)
                        (3,a,006:07)
                        (3,b,007:02)
(1,1,007:05)
(1,2,008:07)
            (2,a,009:01)
            (2,b,009:04)
                        (3,a,009:07)
                        (3,b,010:02)
(1,a,010:05)
(1,b,010:08)
            (2,a,011:03)
            (2,b,011:06)
            (2,a,012:01)
            (2,b,012:04)
                        (3,a,012:07)
                        (3,b,013:02)
(1,a,013:05)
(1,b,013:08)
            (2,a,014:03)
(1,a,014:07)
            (2,a,015:01)
            (2,b,015:04)
                                    (4,a,015:07)
                                    (4,b,016:02)
                        (3,a,016:05)
                        (3,b,016:08)
            (2,a,017:03)
            (2,b,017:06)
            (2,a,018:01)
            (2,b,018:04)
                                    (4,a,018:07)
                                    (4,b,019:02)
                        (3,a,019:05)
                        (3,b,019:08)
            (2,a,020:03)
            (2,b,020:06)
                                    (4,a,021:01)
                        (3,a,021:05)
            (2,a,022:01)
(1,1,022:05)
(1,2,023:01)
            (2,1,023:05)
            (2,2,023:07)
                        (3,a,024:01)
                        (3,a,024:04)
                                    (4,b,024:07)
                        (3,a,025:01)
            (2,b,025:03)
                        (3,b,025:06)
                                    (4,a,026:01)
                        (3,b,026:03)
                        (3,a,026:06)
            (2,a,027:01)
                        (3,a,027:03)
                        (3,a,027:06)
            (2,a,028:03)
            (2,a,028:06)
                        (3,a,029:01)
            (2,b,029:03)
(1,b,029:05)
            (2,b,029:07)
            (2,a,030:01)
                        (3,b,030:03)
            (2,b,030:05)
(1,b,030:07)
            (2,1,031:01)
            (2,2,031:04)
(1,a,032:01)
            (2,b,032:04)
            (2,a,033:01)
                        (3,b,033:04)
(1,a,034:01)
            (2,b,034:04)
(1,a,035:01)
            (2,b,035:03)
                        (3,b,035:05)
                                    (4,b,035:07)
                        (3,a,036:01)
            (2,b,036:05)
                        (3,b,037:01)
            (2,1,037:05)
            (2,2,038:01)
            (2,a,038:05)
(1,2,039:01)
            (2,1,039:05)
            (2,2,039:07)
                        (3,a,040:01)
                        (3,a,040:04)
                                    (4,b,040:07)
                        (3,a,041:01)
            (2,b,041:03)
                        (3,b,041:06)
                                    (4,a,042:01)
                        (3,b,042:03)
                        (3,a,042:06)
            (2,a,043:01)
                        (3,a,043:03)
                        (3,a,043:06)
            (2,a,044:03)
            (2,a,044:06)
                        (3,a,045:01)
            (2,b,045:03)
(1,b,045:05)
            (2,b,045:07)
            (2,a,046:01)
                        (3,b,046:03)
            (2,b,046:05)
(1,b,046:07)
            (2,1,047:01)
            (2,2,047:04)
(1,a,048:01)
            (2,b,048:04)
            (2,a,049:01)
                        (3,b,049:04)
(1,a,050:01)
            (2,b,050:04)
            (2,a,051:01)
            (2,b,051:03)
                        (3,a,051:05)
                        (3,b,051:07)
                                    (4,a,052:01)
                                    (4,b,052:03)
                        (3,a,052:05)
                        (3,b,052:07)
            (2,1,053:01)
            (2,2,053:05)
(1,1,054:01)
(1,2,054:07)
            (2,a,055:01) 
            (2,b,055:03)
(1,b,055:05)
(1,1,055:07)
(1,2,056:03)
            (2,a,056:05)
            (2,b,056:07)
                        (3,b,057:01)
                        (3,1,057:03)
                        (3,2,057:07)
            (2,a,058:01)
                                    (4,b,058:04)
                        (3,a,058:07)
            (2,b,059:03)
                        (3,a,059:05)
            (2,b,059:08)
(1,b,060:03)
            (2,a,061:01)
            (2,b,061:03)
(1,b,061:05)
            (2,a,061:07)
            (2,b,062:01)
(1,b,062:03)
            (2,a,062:05)
            (2,b,062:07)
(1,b,063:01)
            (2,a,063:03)
            (2,b,063:05)
(1,b,063:07)
(1,a,064:01)
            (2,b,064:03)(3,b,064:03)
            (2,b,064:06)(3,b,064:06)
            (2,b,065:01)(3,b,065:01)
            (2,b,065:04)(3,b,065:04)
            (2,b,065:07)(3,b,065:07)
            (2,b,066:01)(3,b,066:01)
            (2,b,066:03)(3,b,066:03)
                        (3,a,067:01)
                        (3,a,067:04)
                        (3,a,067:07)
            (2,a,068:05)
                        (3,b,068:07)
                        (3,1,069:02)
                        (3,2,069:07)
            (2,a,070:01)
                        (3,b,070:03)
            (2,b,070:05)            
(1,a,071:01)
            (2,b,071:03)
                        (3,b,071:05)
                        (3,a,072:01)
                                    (4,a,072:05)
                        (3,b,073:01)(4,b,073:01)
                        (3,b,073:03)(4,b,073:03)
                        (3,b,073:05)(4,b,073:05)
                        (3,b,073:07)(4,b,073:07)
                        (3,b,074:01)(4,b,074:01)
                        (3,b,074:03)(4,b,074:03)
                        (3,b,074:05)(4,b,074:05)
                        (3,b,074:07)(4,b,074:07)
                                    (4,1,075:01)
                                    (4,2,075:05)
                        (3,a,076:01)
            (2,a,076:05)
                        (3,b,076:07)
                                    (4,1,077:01)
                                    (4,2,077:04)
                        (3,1,078:01)
                        (3,2,078:04)
(1,a,079:01)
            (2,b,079:03)
            (2,a,079:05)
            (2,b,079:07)
                        (3,1,080:01)
                        (3,2,080:07)
(1,b,081:03)
(1,a,081:05)
            (2,b,081:07)
            (2,a,082:01)
                        (3,b,082:03)
                        (3,a,082:05)
                                    (4,a,082:07)
